Year,Month,Day,Data,tmmn(degC),tmmx(degC),pr(mm),rmin(%),rmax(%),vs(mps),vpd(kPa),flood
1979,11,7,11/7/1979,2.75,17.25,0,37.3,100,2.5,0.53,FALSE
1979,11,8,11/8/1979,5.95,21.75,2.3,36.7,90.8,3,0.73,FALSE
1979,11,9,11/9/1979,6.15,22.75,28.5,43,100,4.9,0.32,FALSE
1979,11,10,11/10/1979,7.35,16.85,0.6,50.2,100,4.6,0.42,FALSE
1979,11,11,11/11/1979,1.95,12.85,0,47.4,94.8,4.1,0.34,FALSE
1979,11,12,11/12/1979,-2.15,14.95,0,43.6,100,3.1,0.44,FALSE
1979,11,13,11/13/1979,1.05,13.45,0,33.5,100,4,0.46,FALSE
1979,11,14,11/14/1979,-2.05,13.25,0,38.2,94.7,2.5,0.46,FALSE
1979,11,15,11/15/1979,-1.85,17.65,0,35.5,90.8,2.3,0.65,FALSE
1979,11,16,11/16/1979,0.05,20.85,0,31,93.6,2.4,0.84,FALSE
1979,11,17,11/17/1979,1.25,21.05,0,30.2,90.8,2.6,0.86,FALSE
1979,11,18,11/18/1979,3.15,22.95,0,33.3,94.8,3.4,0.79,FALSE
1979,11,19,11/19/1979,7.85,26.75,0,44.6,99.8,3.5,0.91,FALSE
1979,11,20,11/20/1979,10.65,26.55,0,36.7,99.9,3.8,1.01,FALSE
1979,11,21,11/21/1979,11.75,22.25,8.9,37.9,100,5.4,0.26,FALSE
1979,11,22,11/22/1979,8.15,19.55,50.6,72.6,100,4,0.31,FALSE
1979,11,23,11/23/1979,3.25,11.35,17.5,72.6,100,3,0.15,FALSE
1979,11,24,11/24/1979,-0.15,14.65,7.9,51,97.7,2.5,0.35,FALSE
1979,11,25,11/25/1979,4.75,14.65,18.4,55.1,100,2.6,0.25,FALSE
1979,11,26,11/26/1979,1.75,19.45,0,46.1,100,3.1,0.57,FALSE
1979,11,27,11/27/1979,6.85,25.35,0.9,50.9,100,6.3,0.59,FALSE
1979,11,28,11/28/1979,1.15,17.75,0.5,35.8,100,5.7,0.58,FALSE
1979,11,29,11/29/1979,-4.15,4.65,0,35.2,100,4.6,0.24,FALSE
1979,11,30,11/30/1979,-1.65,6.85,0,43.7,75.3,1.9,0.35,FALSE
1979,12,1,12/1/1979,-3.25,11.85,0,32.7,87.8,2.3,0.51,FALSE
1979,12,2,12/2/1979,-3.05,7.95,0,29.8,78.8,3.9,0.38,FALSE
1979,12,3,12/3/1979,-4.05,10.95,0,29,82.5,1.6,0.52,FALSE
1979,12,4,12/4/1979,-2.85,15.45,0,30.1,79.4,1.9,0.67,FALSE
1979,12,5,12/5/1979,-2.25,19.75,0.4,33.7,87.6,5,0.65,FALSE
1979,12,6,12/6/1979,5.45,18.35,1.4,40.2,99.5,2.9,0.51,FALSE
1979,12,7,12/7/1979,-0.35,18.35,0,28.9,80.5,1.3,0.78,FALSE
1979,12,8,12/8/1979,0.45,13.65,0,28.6,88.4,3.9,0.54,FALSE
1979,12,9,12/9/1979,-1.95,15.55,0,30.7,87.5,1.8,0.64,FALSE
1979,12,10,12/10/1979,-0.75,21.25,0,33.5,82.2,3.2,0.86,FALSE
1979,12,11,12/11/1979,6.45,20.15,11.8,35.3,100,4.2,0.31,FALSE
1979,12,12,12/12/1979,13.65,19.75,48.1,70.4,100,1.9,0.35,FALSE
1979,12,13,12/13/1979,5.75,17.15,8,65.1,100,4.3,0.36,FALSE
1979,12,14,12/14/1979,1.25,12.55,0,46.7,93.1,4.8,0.42,FALSE
1979,12,15,12/15/1979,-2.05,14.05,0.4,45.7,96.1,1.2,0.38,FALSE
1979,12,16,12/16/1979,3.05,15.75,0,42.4,91.7,4.3,0.51,FALSE
1979,12,17,12/17/1979,-5.35,4.85,0,31,74.9,5.2,0.35,FALSE
1979,12,18,12/18/1979,-5.35,9.05,0,29.1,73.5,1.9,0.46,FALSE
1979,12,19,12/19/1979,-4.35,16.15,0,34.7,86,3.3,0.54,FALSE
1979,12,20,12/20/1979,2.95,18.05,0,50.5,96.1,2.8,0.37,FALSE
1979,12,21,12/21/1979,10.15,23.45,1.3,49.7,99.5,4.5,0.72,FALSE
1979,12,22,12/22/1979,10.95,17.45,14.2,48.7,100,6.8,0.31,FALSE
1979,12,23,12/23/1979,11.15,21.35,22.7,67.6,100,6.1,0.38,FALSE
1979,12,24,12/24/1979,5.05,17.45,5.6,49,100,6.5,0.42,FALSE
1979,12,25,12/25/1979,-0.05,13.55,0,41.4,100,3.3,0.42,FALSE
1979,12,26,12/26/1979,-0.05,17.05,0,42.8,87.8,1.2,0.58,FALSE
1979,12,27,12/27/1979,2.35,17.85,0,44.4,86,1.8,0.61,FALSE
1979,12,28,12/28/1979,1.85,14.95,0.3,41.5,96.9,3.4,0.44,FALSE
1979,12,29,12/29/1979,4.45,10.95,5.7,46.4,100,1.6,0.31,FALSE
1979,12,30,12/30/1979,4.15,13.85,0.9,48.3,100,2.6,0.39,FALSE
1979,12,31,12/31/1979,4.15,9.05,0,47.8,95.2,4.4,0.27,FALSE
1980,1,1,1/1/1980,0.15,11.45,0,47.5,97.3,2.6,0.37,FALSE
1980,1,2,1/2/1980,-1.15,14.05,0,43.9,88.1,1.9,0.45,FALSE
1980,1,3,1/3/1980,2.85,9.35,18.3,42.7,100,3,0.16,FALSE
1980,1,4,1/4/1980,-1.05,7.75,1.1,52.1,100,3.7,0.24,FALSE
1980,1,5,1/5/1980,-0.15,8.65,0,51.9,90.8,2,0.3,FALSE
1980,1,6,1/6/1980,-2.35,15.15,0,57.8,94.4,5.9,0.34,FALSE
1980,1,7,1/7/1980,5.45,14.65,1.9,60.4,100,3.9,0.23,FALSE
1980,1,8,1/8/1980,3.35,11.25,0.4,57.1,93.2,2.9,0.26,FALSE
1980,1,9,1/9/1980,3.65,12.85,1.5,56.9,100,3.1,0.33,FALSE
1980,1,10,1/10/1980,2.75,21.95,4.2,62.4,96,5.3,0.39,FALSE
1980,1,11,1/11/1980,7.15,22.15,41.4,55.9,100,7,0.42,FALSE
1980,1,12,1/12/1980,0.55,8.15,0,35.3,85.5,5.4,0.39,FALSE
1980,1,13,1/13/1980,2.05,17.95,0,50.1,81.8,2.4,0.56,FALSE
1980,1,14,1/14/1980,5.45,20.15,0,52.8,91.1,1.7,0.59,FALSE
1980,1,15,1/15/1980,6.25,21.25,0.3,55.6,96.4,4.1,0.53,FALSE
1980,1,16,1/16/1980,11.05,19.45,2.2,53.8,100,5,0.42,FALSE
1980,1,17,1/17/1980,9.45,20.75,0.6,65.3,100,2,0.42,FALSE
1980,1,18,1/18/1980,8.85,20.15,0,45.3,96.3,2,0.58,FALSE
1980,1,19,1/19/1980,4.05,19.15,0.4,44.4,95,2.5,0.54,FALSE
1980,1,20,1/20/1980,8.05,16.75,3.1,47.3,95.8,3,0.37,FALSE
1980,1,21,1/21/1980,5.75,13.85,36.9,63,100,2.1,0.15,FALSE
1980,1,22,1/22/1980,5.05,11.15,43.1,79.5,100,4.4,0.11,FALSE
1980,1,23,1/23/1980,-0.25,7.05,0,50.3,100,4.8,0.24,FALSE
1980,1,24,1/24/1980,-2.65,15.95,1,48.2,95.8,5.4,0.46,FALSE
1980,1,25,1/25/1980,1.15,12.95,1.1,46.5,99.2,3.7,0.14,FALSE
1980,1,26,1/26/1980,7.65,15.95,2.3,69.2,100,2.6,0.34,FALSE
1980,1,27,1/27/1980,4.55,10.75,0,56.5,96.3,3.4,0.27,FALSE
1980,1,28,1/28/1980,2.15,10.65,0.4,54.7,89.7,2.6,0.28,FALSE
1980,1,29,1/29/1980,0.95,7.15,8.6,56.2,100,4.6,0.18,FALSE
1980,1,30,1/30/1980,1.05,14.85,5.5,73.2,100,3.1,0.34,FALSE
1980,1,31,1/31/1980,-3.05,5.45,0.6,49.3,100,7.7,0.33,FALSE
1980,2,1,2/1/1980,-4.65,3.95,0,36,64,4.7,0.34,FALSE
1980,2,2,2/2/1980,-4.65,6.45,0,33.2,71.8,2.2,0.38,FALSE
1980,2,3,2/3/1980,-3.85,8.25,0,35.8,80.6,1.4,0.36,FALSE
1980,2,4,2/4/1980,0.15,9.55,0,42.9,83.4,3.3,0.38,FALSE
1980,2,5,2/5/1980,1.15,8.85,8.3,43.3,93.4,2.5,0.28,FALSE
1980,2,6,2/6/1980,-0.95,10.85,0,39.3,90,4.3,0.42,FALSE
1980,2,7,2/7/1980,-1.45,9.45,1,36.9,79.8,4.7,0.42,FALSE
1980,2,8,2/8/1980,1.05,8.05,39.8,41.9,93.7,5,0.28,FALSE
1980,2,9,2/9/1980,0.85,8.35,20,60.4,96.2,5.5,0.26,FALSE
1980,2,10,2/10/1980,-1.85,7.05,0.6,40.5,94.5,4.1,0.36,FALSE
1980,2,11,2/11/1980,-2.05,10.45,0,38.5,78.8,1.5,0.47,FALSE
1980,2,12,2/12/1980,-0.95,10.55,0,39.2,78.3,2.4,0.44,FALSE
1980,2,13,2/13/1980,-1.45,15.55,0,37.5,79.3,2.5,0.61,FALSE
1980,2,14,2/14/1980,2.35,20.65,0,41.1,74.3,2.7,0.76,FALSE
1980,2,15,2/15/1980,7.65,25.15,0.4,48.3,86.9,4.7,0.85,FALSE
1980,2,16,2/16/1980,-1.35,18.65,0,42,87.5,7.6,0.79,FALSE
1980,2,17,2/17/1980,-4.45,6.15,0,32.7,64.1,4.1,0.42,FALSE
1980,2,18,2/18/1980,-3.35,12.65,0,27.5,57.4,2.7,0.58,FALSE
1980,2,19,2/19/1980,4.05,22.85,0,36.2,85.8,6.8,0.71,FALSE
1980,2,20,2/20/1980,10.65,26.75,0,47.1,91.9,4.6,1.03,FALSE
1980,2,21,2/21/1980,11.75,25.85,0,45.9,89.9,5.9,0.9,FALSE
1980,2,22,2/22/1980,9.55,28.15,0,32.7,90.5,3.8,1.24,FALSE
1980,2,23,2/23/1980,8.85,26.45,0,31.4,86.5,3.5,1.14,FALSE
1980,2,24,2/24/1980,10.15,22.95,0,34.7,86,3.8,0.93,FALSE
1980,2,25,2/25/1980,1.85,16.35,0,29.9,82.3,6.1,0.65,FALSE
1980,2,26,2/26/1980,-2.95,8.65,0,25.3,76.1,3.1,0.48,FALSE
1980,2,27,2/27/1980,-1.35,19.65,0,33.2,77.5,3.3,0.82,FALSE
1980,2,28,2/28/1980,3.55,25.65,0,36.9,88.5,5.2,1.06,FALSE
1980,2,29,2/29/1980,7.75,18.35,6.7,35.5,87,4.5,0.62,FALSE
1980,3,1,3/1/1980,-6.95,11.05,10.8,42,86.6,8.3,0.43,FALSE
1980,3,2,3/2/1980,-7.55,1.85,0,33,67.8,6.5,0.29,FALSE
1980,3,3,3/3/1980,-5.75,11.45,1.1,27.3,69.9,3.5,0.53,FALSE
1980,3,4,3/4/1980,-1.65,17.65,9.1,34.1,84.7,7.4,0.44,FALSE
1980,3,5,3/5/1980,4.85,15.75,2.7,49.7,95.4,4.6,0.49,FALSE
1980,3,6,3/6/1980,-0.55,18.25,0.3,59.5,84.5,2.9,0.52,FALSE
1980,3,7,3/7/1980,9.65,27.85,2.6,52.4,89.5,6.5,0.88,FALSE
1980,3,8,3/8/1980,15.35,29.15,0,42.1,90,4.2,1.19,FALSE
1980,3,9,3/9/1980,10.15,23.15,0,34.3,84.7,3.1,0.99,FALSE
1980,3,10,3/10/1980,10.05,26.35,0.5,32.6,80.4,2.3,1.23,FALSE
1980,3,11,3/11/1980,8.65,19.25,4.2,31.8,79.9,5.3,0.76,FALSE
1980,3,12,3/12/1980,9.75,26.85,27.9,47.8,99.6,3.8,0.85,FALSE
1980,3,13,3/13/1980,7.05,19.25,0,39.5,86.2,4.9,0.65,FALSE
1980,3,14,3/14/1980,0.75,17.05,0,29.3,81.9,2.9,0.69,FALSE
1980,3,15,3/15/1980,1.65,21.45,0,37.2,74.2,3.6,0.83,FALSE
1980,3,16,3/16/1980,11.35,23.05,42.5,40.7,98.4,6.2,0.57,FALSE
1980,3,17,3/17/1980,8.65,24.65,18.1,53.7,97.8,6.6,0.76,FALSE
1980,3,18,3/18/1980,1.25,14.85,5.9,33.4,92.9,3.2,0.55,FALSE
1980,3,19,3/19/1980,3.75,14.95,12.7,39.6,93.6,2.9,0.34,FALSE
1980,3,20,3/20/1980,10.95,26.25,27.1,58.7,98.8,7.6,0.7,FALSE
1980,3,21,3/21/1980,5.95,18.25,0,33.7,97.4,5.1,0.75,FALSE
1980,3,22,3/22/1980,2.45,19.25,0,38,74,3.1,0.75,FALSE
1980,3,23,3/23/1980,5.65,23.35,14.7,43,81,6,0.71,FALSE
1980,3,24,3/24/1980,9.95,17.95,9.3,38.8,98.7,6,0.59,FALSE
1980,3,25,3/25/1980,8.05,16.45,3.2,43.1,95.1,1.9,0.48,FALSE
1980,3,26,3/26/1980,9.45,15.45,19.4,57.1,96.2,3.3,0.41,FALSE
1980,3,27,3/27/1980,6.35,17.45,50.1,65.8,99.2,4.1,0.28,FALSE
1980,3,28,3/28/1980,13.45,23.25,35.3,68.2,99.3,3.5,0.73,FALSE
1980,3,29,3/29/1980,9.95,21.65,30.7,61.5,98.7,2.9,0.46,FALSE
1980,3,30,3/30/1980,9.15,19.05,0.3,41.3,100,6,0.64,FALSE
1980,3,31,3/31/1980,7.25,20.45,0,42.8,84.9,2.6,0.76,FALSE
1980,4,1,4/1/1980,5.85,24.65,0,42.7,80.7,3.2,0.89,FALSE
1980,4,2,4/2/1980,11.25,19.55,7.6,44.1,92.9,4.1,0.44,FALSE
1980,4,3,4/3/1980,13.65,29.95,0,60,89.3,3.1,0.99,FALSE
1980,4,4,4/4/1980,8.85,20.45,0,40.4,87.3,5.1,0.81,FALSE
1980,4,5,4/5/1980,4.85,19.65,0,38.3,75.6,1.8,0.77,FALSE
1980,4,6,4/6/1980,8.95,23.45,2.3,42.2,79,4.8,0.86,FALSE
1980,4,7,4/7/1980,13.55,28.55,3.6,49.2,97.8,5.6,0.98,FALSE
1980,4,8,4/8/1980,10.75,23.25,1,31.5,89.1,6,0.8,FALSE
1980,4,9,4/9/1980,4.45,21.65,0,28.9,82.9,4.3,0.89,FALSE
1980,4,10,4/10/1980,2.55,25.15,17,29.1,76.1,2.3,1.16,FALSE
1980,4,11,4/11/1980,5.95,25.25,50.7,38.1,95.1,4.9,0.62,FALSE
1980,4,12,4/12/1980,15.75,21.75,54.8,58.1,100,3.5,0.54,FALSE
1980,4,13,4/13/1980,6.55,18.25,18.1,66,100,5.5,0.5,FALSE
1980,4,14,4/14/1980,6.05,16.45,0,42,84.4,6,0.61,FALSE
1980,4,15,4/15/1980,3.05,21.05,0,35.7,82.4,3.1,0.79,FALSE
1980,4,16,4/16/1980,6.25,25.15,0,35.1,74,2.3,1.08,FALSE
1980,4,17,4/17/1980,10.15,24.15,4.8,37.2,79.8,2.6,0.86,FALSE
1980,4,18,4/18/1980,14.05,21.55,12.2,43.2,92.5,2,0.81,FALSE
1980,4,19,4/19/1980,11.75,25.25,0,42.3,92.7,2,1.02,FALSE
1980,4,20,4/20/1980,12.45,27.15,0,40.1,80,1.4,1.21,FALSE
1980,4,21,4/21/1980,12.15,28.85,0,42.2,80.5,3.1,1.25,FALSE
1980,4,22,4/22/1980,13.35,29.75,0,40.4,82.3,2.4,1.31,FALSE
1980,4,23,4/23/1980,14.75,28.75,0,34.7,83.9,2.9,1.35,FALSE
1980,4,24,4/24/1980,12.95,28.25,0,40,86.1,3.2,1.06,FALSE
1980,4,25,4/25/1980,17.55,25.35,55.9,44.8,94.9,3,0.8,FALSE
1980,4,26,4/26/1980,15.35,25.65,8.5,42.6,100,2.8,0.97,FALSE
1980,4,27,4/27/1980,12.45,18.25,0,44.5,98.5,4.7,0.56,FALSE
1980,4,28,4/28/1980,11.95,21.35,0,44.3,83.5,4.3,0.84,FALSE
1980,4,29,4/29/1980,8.65,25.95,0,34.5,85.2,3.6,1.06,FALSE
1980,4,30,4/30/1980,11.85,27.85,0,38.9,82.9,3.1,1.07,FALSE
1980,5,1,5/1/1980,15.25,26.45,4.8,51.3,100,2.4,0.76,FALSE
1980,5,2,5/2/1980,16.65,25.45,6.9,51.6,100,1.7,0.71,FALSE
1980,5,3,5/3/1980,16.45,24.05,0,53.5,100,2.9,0.74,FALSE
1980,5,4,5/4/1980,12.65,25.65,0,44.2,93.7,1.7,0.94,FALSE
1980,5,5,5/5/1980,12.75,28.05,1.7,40.2,93.6,2.6,1.04,FALSE
1980,5,6,5/6/1980,14.25,28.65,2,42.7,95,3.4,0.99,FALSE
1980,5,7,5/7/1980,16.05,27.05,7.8,48.3,100,2.8,0.72,FALSE
1980,5,8,5/8/1980,15.25,24.95,0,46.9,100,3.6,0.73,FALSE
1980,5,9,5/9/1980,9.75,21.45,0,38,93.9,3.2,0.77,FALSE
1980,5,10,5/10/1980,8.35,29.55,0,46.1,88.8,5.2,0.95,FALSE
1980,5,11,5/11/1980,14.85,31.15,0,50,98.3,5.9,1.05,FALSE
1980,5,12,5/12/1980,16.15,31.45,1,51.1,98.1,5.5,1,FALSE
1980,5,13,5/13/1980,18.45,31.15,3.5,54.2,100,4,0.96,FALSE
1980,5,14,5/14/1980,18.45,27.45,6.1,56.7,100,3.3,0.69,FALSE
1980,5,15,5/15/1980,16.55,28.85,25.1,53.9,100,4.3,0.8,FALSE
1980,5,16,5/16/1980,15.35,25.15,40.5,55.2,100,3.9,0.49,FALSE
1980,5,17,5/17/1980,17.75,28.65,4.2,57.9,100,2.2,0.84,FALSE
1980,5,18,5/18/1980,17.75,29.75,6.2,53.4,100,2.1,0.89,FALSE
1980,5,19,5/19/1980,21.15,27.55,20.6,54.7,100,2.1,0.88,FALSE
1980,5,20,5/20/1980,19.45,27.65,2.3,53.2,100,2.1,0.91,FALSE
1980,5,21,5/21/1980,19.95,26.45,29.3,53.5,100,1.8,0.74,FALSE
1980,5,22,5/22/1980,18.45,26.55,7.9,59.3,100,2.4,0.73,FALSE
1980,5,23,5/23/1980,17.75,27.65,0,52.8,97.3,2.2,0.9,FALSE
1980,5,24,5/24/1980,17.15,31.35,0,51.6,91.9,2.4,1.02,FALSE
1980,5,25,5/25/1980,21.65,33.45,1.2,52.4,98.5,2.4,1.16,FALSE
1980,5,26,5/26/1980,23.25,32.15,0,45.7,94.3,2.7,1.3,FALSE
1980,5,27,5/27/1980,20.25,31.95,0,47.7,91.2,1.6,1.28,FALSE
1980,5,28,5/28/1980,21.85,30.95,0,48.1,93,2.8,1.18,FALSE
1980,5,29,5/29/1980,19.55,30.75,0,46.7,93.8,3.2,1.12,FALSE
1980,5,30,5/30/1980,20.25,31.05,0,44.3,94.9,3.3,1.18,FALSE
1980,5,31,5/31/1980,21.05,33.05,0,48.9,94.7,3.4,1.32,FALSE
1980,6,1,6/1/1980,18.65,31.55,0,38.4,99.7,5,1.21,FALSE
1980,6,2,6/2/1980,16.45,32.35,0,43.6,99,4.5,1.08,FALSE
1980,6,3,6/3/1980,19.35,34.15,0,44.1,100,2.9,1.39,FALSE
1980,6,4,6/4/1980,21.55,34.05,0,46.5,93,2.3,1.35,FALSE
1980,6,5,6/5/1980,22.65,34.05,0,47.2,95.7,3.3,1.36,FALSE
1980,6,6,6/6/1980,21.25,34.65,0,46,100,3.7,1.29,FALSE
1980,6,7,6/7/1980,21.65,35.05,0.3,49.8,100,3.9,1.29,FALSE
1980,6,8,6/8/1980,22.15,33.25,1.2,49.4,98.1,3.9,1.2,FALSE
1980,6,9,6/9/1980,15.75,27.35,0,41.3,96.7,3.5,1.07,FALSE
1980,6,10,6/10/1980,13.05,29.15,0,38.4,86.6,1.3,1.3,FALSE
1980,6,11,6/11/1980,15.35,31.75,0,39.1,84.3,1.3,1.49,FALSE
1980,6,12,6/12/1980,16.85,32.05,0,35,85.6,2.2,1.64,FALSE
1980,6,13,6/13/1980,14.45,33.25,0,36.4,85.2,2.6,1.58,FALSE
1980,6,14,6/14/1980,16.35,33.15,0,37,93.6,3.9,1.38,FALSE
1980,6,15,6/15/1980,18.05,33.55,0,42.4,97.6,4.9,1.27,FALSE
1980,6,16,6/16/1980,19.85,33.75,0,40.7,97.8,3.7,1.39,FALSE
1980,6,17,6/17/1980,21.45,32.85,18.8,42.1,100,3.2,1.16,FALSE
1980,6,18,6/18/1980,22.85,31.85,11.1,52.1,100,2.6,1.05,FALSE
1980,6,19,6/19/1980,23.05,30.45,15.9,54.4,100,3,0.92,FALSE
1980,6,20,6/20/1980,21.75,33.75,0.5,50.7,100,2.1,1.28,FALSE
1980,6,21,6/21/1980,20.85,31.75,0,49.3,96.4,2,1.08,FALSE
1980,6,22,6/22/1980,21.75,34.35,3,42.6,92.7,2.2,1.44,FALSE
1980,6,23,6/23/1980,21.85,32.35,7.3,43.7,100,4.1,1.07,FALSE
1980,6,24,6/24/1980,22.75,33.45,9.5,53.6,100,4.5,1.07,FALSE
1980,6,25,6/25/1980,23.25,36.05,0.7,47.8,99.9,4.3,1.5,FALSE
1980,6,26,6/26/1980,22.55,36.75,0,50.7,98.6,2,1.39,FALSE
1980,6,27,6/27/1980,25.25,36.75,0,47.9,95.4,3,1.59,FALSE
1980,6,28,6/28/1980,24.55,36.05,0,47.5,95.9,4.5,1.46,FALSE
1980,6,29,6/29/1980,22.85,35.05,0,41.6,100,5.1,1.48,FALSE
1980,6,30,6/30/1980,21.45,37.35,0,40.1,99.3,3.2,1.74,FALSE
1980,7,1,7/1/1980,22.05,37.95,0,41,100,2.9,1.74,FALSE
1980,7,2,7/2/1980,22.65,38.55,0,43.6,97,1.9,1.75,FALSE
1980,7,3,7/3/1980,24.15,36.75,0,43.7,98,3.5,1.62,FALSE
1980,7,4,7/4/1980,21.95,35.95,0,44.3,100,3.1,1.4,FALSE
1980,7,5,7/5/1980,24.15,36.75,0,49,100,2.5,1.51,FALSE
1980,7,6,7/6/1980,25.65,36.85,0,48.7,98.1,2,1.59,FALSE
1980,7,7,7/7/1980,24.15,37.25,18.6,49,97.6,2.7,1.48,FALSE
1980,7,8,7/8/1980,24.85,36.05,0,48.5,100,2,1.45,FALSE
1980,7,9,7/9/1980,24.65,37.15,0,42.3,97.4,2,1.7,FALSE
1980,7,10,7/10/1980,25.15,36.95,0,44.1,96.4,1.7,1.72,FALSE
1980,7,11,7/11/1980,23.85,36.95,0,43.9,96.1,2.7,1.77,FALSE
1980,7,12,7/12/1980,21.55,37.95,0,40.5,97.9,2.9,1.81,FALSE
1980,7,13,7/13/1980,21.85,37.85,0,37.7,99.7,3.4,1.87,FALSE
1980,7,14,7/14/1980,21.05,37.85,0,41.7,97.6,2.8,1.75,FALSE
1980,7,15,7/15/1980,22.25,38.25,0,42,98.5,2.1,1.84,FALSE
1980,7,16,7/16/1980,23.05,38.35,0,40.8,94.9,2.3,1.92,FALSE
1980,7,17,7/17/1980,23.35,37.65,0,35.2,93.3,1.8,1.97,FALSE
1980,7,18,7/18/1980,23.45,36.25,1.9,38.8,93.7,2,1.62,FALSE
1980,7,19,7/19/1980,22.25,35.65,2.6,43,94,2,1.48,FALSE
1980,7,20,7/20/1980,24.45,32.65,9.6,47.2,100,2.2,1.08,FALSE
1980,7,21,7/21/1980,23.45,31.45,9.2,54.2,100,3.6,0.84,FALSE
1980,7,22,7/22/1980,22.05,31.25,5.5,57.2,100,1.7,0.86,FALSE
1980,7,23,7/23/1980,22.05,32.25,1.8,54.2,100,2.4,1,FALSE
1980,7,24,7/24/1980,23.05,33.95,0,51.7,100,2.7,1.22,FALSE
1980,7,25,7/25/1980,22.95,33.15,3,49.6,97.2,2.1,1.15,FALSE
1980,7,26,7/26/1980,23.55,32.95,2.8,55.2,100,3,0.98,FALSE
1980,7,27,7/27/1980,23.45,32.35,5.7,55,100,3.1,0.9,FALSE
1980,7,28,7/28/1980,23.25,34.55,0,47.8,100,2.1,1.32,FALSE
1980,7,29,7/29/1980,21.75,35.85,0,38.3,100,2.1,1.7,FALSE
1980,7,30,7/30/1980,19.45,37.25,0,40.4,97.2,2.6,1.77,FALSE
1980,7,31,7/31/1980,21.25,36.15,5.8,40.7,100,2.6,1.44,FALSE
1980,8,1,8/1/1980,23.95,33.95,1.6,41.3,100,3.2,1.21,FALSE
1980,8,2,8/2/1980,22.75,32.55,2.8,46.7,100,4.5,0.92,FALSE
1980,8,3,8/3/1980,20.85,34.25,0,51.1,100,5,0.9,FALSE
1980,8,4,8/4/1980,21.05,34.55,0,43.9,100,4.7,1.16,FALSE
1980,8,5,8/5/1980,20.65,34.85,0,45.2,100,3.8,1.15,FALSE
1980,8,6,8/6/1980,23.05,36.35,0,44.2,100,2.8,1.51,FALSE
1980,8,7,8/7/1980,21.35,36.45,0,42.1,100,2.6,1.53,FALSE
1980,8,8,8/8/1980,24.85,37.05,0,42.3,94.7,2.8,1.86,FALSE
1980,8,9,8/9/1980,21.75,37.35,0,40,100,3,1.77,FALSE
1980,8,10,8/10/1980,21.95,36.05,0.5,39.2,100,3.4,1.55,FALSE
1980,8,11,8/11/1980,24.05,34.35,0.3,42.4,100,2.8,1.31,FALSE
1980,8,12,8/12/1980,24.75,34.95,0,50.1,96.8,2.6,1.38,FALSE
1980,8,13,8/13/1980,23.95,36.35,4.4,44.7,99.6,2.9,1.6,FALSE
1980,8,14,8/14/1980,24.25,34.35,0,46,100,3.5,1.28,FALSE
1980,8,15,8/15/1980,22.35,34.75,0,42.4,100,4.2,1.48,FALSE
1980,8,16,8/16/1980,19.65,35.65,0,42,100,3.8,1.37,FALSE
1980,8,17,8/17/1980,23.35,36.85,0.3,38.4,100,3.6,1.83,FALSE
1980,8,18,8/18/1980,21.15,36.15,0,39.1,100,3.6,1.49,FALSE
1980,8,19,8/19/1980,22.25,37.25,0,35.6,100,2.9,1.95,FALSE
1980,8,20,8/20/1980,20.05,38.15,0,34,100,2.9,2.07,FALSE
1980,8,21,8/21/1980,20.95,38.85,0,34.3,99.6,2.2,2.24,FALSE
1980,8,22,8/22/1980,21.25,37.95,0,25.3,90,3.7,2.53,FALSE
1980,8,23,8/23/1980,15.55,35.55,0,26,93,3.5,2.01,FALSE
1980,8,24,8/24/1980,17.65,34.95,0,30.8,92.6,3.4,1.44,FALSE
1980,8,25,8/25/1980,19.85,35.75,0,37.6,100,3.4,1.67,FALSE
1980,8,26,8/26/1980,22.05,32.75,9.5,37.6,100,2.4,1.01,FALSE
1980,8,27,8/27/1980,19.05,32.45,0,40.2,100,2.2,1.23,FALSE
1980,8,28,8/28/1980,20.35,31.25,10.8,42.1,100,2.5,1.05,FALSE
1980,8,29,8/29/1980,20.45,32.15,0,43.5,100,2.6,1.15,FALSE
1980,8,30,8/30/1980,21.25,32.65,2.3,48.1,100,3.5,0.95,FALSE
1980,8,31,8/31/1980,21.35,34.85,2.8,44.9,100,4.1,1.31,FALSE
1980,9,1,9/1/1980,22.05,36.05,2,41.8,100,3.7,1.5,FALSE
1980,9,2,9/2/1980,21.65,34.45,2.5,41.4,100,2.6,1.18,FALSE
1980,9,3,9/3/1980,22.05,33.85,0,44.8,100,3.1,1.31,FALSE
1980,9,4,9/4/1980,18.85,33.85,0,44.6,100,3.8,1.26,FALSE
1980,9,5,9/5/1980,19.45,32.45,0.3,45.6,100,3.5,0.99,FALSE
1980,9,6,9/6/1980,22.15,33.65,1.3,44.5,100,2,1.35,FALSE
1980,9,7,9/7/1980,18.25,35.25,0,41.1,100,1.9,1.42,FALSE
1980,9,8,9/8/1980,20.05,36.65,0,37.3,100,1.3,1.72,FALSE
1980,9,9,9/9/1980,20.55,37.05,0,28.7,98,1.3,2.21,FALSE
1980,9,10,9/10/1980,18.95,37.85,0,29.9,91.5,1.4,2.26,FALSE
1980,9,11,9/11/1980,18.95,37.15,0,29,95.1,1.6,2.22,FALSE
1980,9,12,9/12/1980,18.35,37.65,0,30.4,97.3,2.9,2.14,FALSE
1980,9,13,9/13/1980,21.95,35.35,0,31.5,100,3.3,1.65,FALSE
